Gene Names,Gene Names (primary),Reviewed,Organism,Protein ID
Napsa;nap;rCG_53576,Napsa,unreviewed,Rattus norvegicus (Rat),Q9QX71
Ahnak,Ahnak,unreviewed,Rattus norvegicus (Rat),A0A0G2JU96
PRPSAP2,PRPSAP2,unreviewed,Homo sapiens (Human),I3L164
RETREG3;FAM134C,RETREG3,reviewed,Homo sapiens (Human),Q86VR2
LDB3,LDB3,unreviewed,Homo sapiens (Human),A0A096LPD7
KCNAB2,KCNAB2,unreviewed,Homo sapiens (Human),A0A5F9UN28
PPFIBP1,PPFIBP1,unreviewed,Homo sapiens (Human),F5H7K5
TRAP1,TRAP1,unreviewed,Homo sapiens (Human),I3L239
BCAT1,BCAT1,unreviewed,Homo sapiens (Human),F5H2F2
Fbxo28;Fbxo28_predicted;rCG_20120,Fbxo28,unreviewed,Rattus norvegicus (Rat),B2RZ28
SEC14L1,SEC14L1,unreviewed,Homo sapiens (Human),K7EQK4
FYTTD1,FYTTD1,unreviewed,Homo sapiens (Human),H9KVD1
KCNMA1,KCNMA1,unreviewed,Homo sapiens (Human),A0A1W2PRN5
IFT74;CCDC2;CMG1,IFT74,reviewed,Homo sapiens (Human),Q96LB3
MYEF2;hCG_40072,MYEF2,unreviewed,Homo sapiens (Human),A0A0A0MR39
Srpx;Drs,Srpx,reviewed,Rattus norvegicus (Rat),Q63769
SAMD4B,SAMD4B,unreviewed,Homo sapiens (Human),M0QY61
CDC16;ANAPC6,CDC16,reviewed,Homo sapiens (Human),Q13042
GMPR2,GMPR2,unreviewed,Homo sapiens (Human),H0YKE1
HLA-DPB1,HLA-DPB1,unreviewed,Homo sapiens (Human),A0A140T928
RPS19,RPS19,unreviewed,Homo sapiens (Human),A0A075B6E2
AMFR,AMFR,unreviewed,Homo sapiens (Human),R4GNG2
RNF214,RNF214,unreviewed,Homo sapiens (Human),E9PRE9
ADGRL4,ADGRL4,unreviewed,Homo sapiens (Human),A0A590UJS7
SERF2,SERF2,unreviewed,Homo sapiens (Human),F8WBV6
UNC50,UNC50,unreviewed,Homo sapiens (Human),J3KQ47
CD58;hCG_37075,CD58,unreviewed,Homo sapiens (Human),B1AMW1
SLC6A8,SLC6A8,unreviewed,Homo sapiens (Human),H7C249
AMPD3,AMPD3,unreviewed,Homo sapiens (Human),E9PKC5
HLA-A,HLA-A,unreviewed,Homo sapiens (Human),A0A140T9I0
Hyou1;rCG_58188,Hyou1,unreviewed,Rattus norvegicus (Rat),Q6P136
F11R,F11R,unreviewed,Homo sapiens (Human),A0A087WY82
Scamp2,Scamp2,unreviewed,Rattus norvegicus (Rat),Q5U2U4
CADM1;IGSF4;IGSF4A;NECL2;SYNCAM;TSLC1,CADM1,reviewed,Homo sapiens (Human),Q9BY67
IGLV7-43,IGLV7-43,reviewed,Homo sapiens (Human),P04211
Cd44,Cd44,unreviewed,Rattus norvegicus (Rat),F1LSA1
ARID1B,ARID1B,unreviewed,Homo sapiens (Human),A0A1B0GV63
CALCOCO1,CALCOCO1,unreviewed,Homo sapiens (Human),F8VUB3
Ca3,Ca3,reviewed,Rattus norvegicus (Rat),P14141
ACTG1,ACTG1,unreviewed,Homo sapiens (Human),K7EM38
MRPL24,MRPL24,unreviewed,Homo sapiens (Human),X6RHI2
EEF1D,EEF1D,unreviewed,Homo sapiens (Human),H0YE58
FDFT1,FDFT1,unreviewed,Homo sapiens (Human),E9PNM1
PRXL2B,PRXL2B,unreviewed,Homo sapiens (Human),J3KRV9
CLCN6;KIAA0046,CLCN6,reviewed,Homo sapiens (Human),P51797
CTNNB1;CTNNB;OK/SW-cl.35;PRO2286,CTNNB1,reviewed,Homo sapiens (Human),P35222
Ago1,Ago1,unreviewed,Rattus norvegicus (Rat),D4AC38
LUZP1,LUZP1,unreviewed,Homo sapiens (Human),E5RFK8
MRPL46,MRPL46,unreviewed,Homo sapiens (Human),A0A087WT90
PTTG1IP,PTTG1IP,unreviewed,Homo sapiens (Human),A8MXQ1
SMARCA4,SMARCA4,unreviewed,Homo sapiens (Human),A0A2R8Y4P4
ADPGK;PSEC0260,ADPGK,reviewed,Homo sapiens (Human),Q9BRR6
TBCEL;LRRC35,TBCEL,reviewed,Homo sapiens (Human),Q5QJ74
SRP54,SRP54,unreviewed,Homo sapiens (Human),G3V3L9
CCT3,CCT3,unreviewed,Homo sapiens (Human),E9PRC8
RGD1560857;YJU2,RGD1560857,unreviewed,Rattus norvegicus (Rat),D3ZGE8
Map4,Map4,reviewed,Rattus norvegicus (Rat),Q5M7W5
AURKC,AURKC,unreviewed,Homo sapiens (Human),B4DXA6
Tbk1;LOC299827;rCG_48987,Tbk1,unreviewed,Rattus norvegicus (Rat),D4A7D3
HDDC3;MESH1,HDDC3,reviewed,Homo sapiens (Human),Q8N4P3
Myl2,Myl2,unreviewed,Rattus norvegicus (Rat),D3Z9K3
RAB6B,RAB6B,unreviewed,Homo sapiens (Human),C9JU14
LRRC7,LRRC7,unreviewed,Homo sapiens (Human),A0A075B6E9
PARVA;MXRA2,PARVA,reviewed,Homo sapiens (Human),Q9NVD7
ZW10,ZW10,unreviewed,Homo sapiens (Human),F5H3C1
Tsnax;Trax,Tsnax,reviewed,Rattus norvegicus (Rat),Q9JHB5
STK25,STK25,unreviewed,Homo sapiens (Human),H7C279
,,unreviewed,Homo sapiens (Human),H7C4K7
PRKAG2,PRKAG2,unreviewed,Homo sapiens (Human),A0A494C094
SKA1;C18orf24,SKA1,reviewed,Homo sapiens (Human),Q96BD8
RRBP1,RRBP1,unreviewed,Homo sapiens (Human),F8W7S5
ALDH7A1,ALDH7A1,unreviewed,Homo sapiens (Human),A0A1B0GTY9
NSF,NSF,unreviewed,Homo sapiens (Human),I3L4Q9
POGLUT2;EP58;KDELC1;UNQ1910/PRO4357,POGLUT2,reviewed,Homo sapiens (Human),Q6UW63
EFEMP2,EFEMP2,unreviewed,Homo sapiens (Human),E9PRU1
WBP2,WBP2,reviewed,Homo sapiens (Human),Q969T9
GAS1,GAS1,reviewed,Homo sapiens (Human),P54826
UBXN8;D8S2298E;REP8;UBXD6,UBXN8,reviewed,Homo sapiens (Human),O00124
Orc5;LOC362304;Orc5l;rCG_24410,Orc5,unreviewed,Rattus norvegicus (Rat),Q5M7U2
ANKRD28;KIAA0379,ANKRD28,reviewed,Homo sapiens (Human),O15084
NAALADL1,NAALADL1,unreviewed,Homo sapiens (Human),E9PII9
SRM,SRM,unreviewed,Homo sapiens (Human),K7EQ47
RPL7A;RP11-244N20.10-005,RPL7A,unreviewed,Homo sapiens (Human),Q5T8U2
ST6GAL1,ST6GAL1,unreviewed,Homo sapiens (Human),C9J6X5
JPT2,JPT2,unreviewed,Homo sapiens (Human),H3BU16
Plcb4,Plcb4,reviewed,Rattus norvegicus (Rat),Q9QW07
TMSB10;PTMB10;THYB10,TMSB10,reviewed,Homo sapiens (Human),P63313
RIPOR1,RIPOR1,unreviewed,Homo sapiens (Human),H3BU12
RASA1,RASA1,unreviewed,Homo sapiens (Human),E9PGC0
EDIL3;DEL1,EDIL3,reviewed,Homo sapiens (Human),O43854
Stag1,Stag1,unreviewed,Rattus norvegicus (Rat),A0A0G2K9G6
TLK2,TLK2,unreviewed,Homo sapiens (Human),J3QQN4
RETREG3,RETREG3,unreviewed,Homo sapiens (Human),K7ENF4
LIMA1,LIMA1,unreviewed,Homo sapiens (Human),F8VTU2
GTF2F2;RAP30,GTF2F2,reviewed,Homo sapiens (Human),P13984
POLD3,POLD3,unreviewed,Homo sapiens (Human),E9PM91
SPTBN1,SPTBN1,unreviewed,Homo sapiens (Human),F8W6C1
LAMTOR1,LAMTOR1,unreviewed,Homo sapiens (Human),H0YFI1
ACTL6A,ACTL6A,unreviewed,Homo sapiens (Human),C9JQT2
PMPCA;INPP5E;KIAA0123;MPPA,PMPCA,reviewed,Homo sapiens (Human),Q10713
PDCL3;PhLP2A;VIAF1,PDCL3,reviewed,Homo sapiens (Human),Q9H2J4
ALG13,ALG13,unreviewed,Homo sapiens (Human),A0A096LNL2
RACK1,RACK1,unreviewed,Homo sapiens (Human),J3KPE3
RPL35A;GIG33,RPL35A,reviewed,Homo sapiens (Human),P18077
NDUFB5,NDUFB5,reviewed,Homo sapiens (Human),O43674
LAMA3,LAMA3,unreviewed,Homo sapiens (Human),A0A3B3ITG1
SSBP1,SSBP1,unreviewed,Homo sapiens (Human),E7EUY5
IGHG3,IGHG3,unreviewed,Homo sapiens (Human),A0A4W9A917
GAS2L1;GAR22,GAS2L1,reviewed,Homo sapiens (Human),Q99501
PITPNA,PITPNA,unreviewed,Homo sapiens (Human),I3L459
RPUSD2;C15orf19,RPUSD2,reviewed,Homo sapiens (Human),Q8IZ73
ACSL4,ACSL4,unreviewed,Homo sapiens (Human),H0Y9A0
Kdsr,Kdsr,unreviewed,Rattus norvegicus (Rat),D3Z9P1
CHD1L,CHD1L,unreviewed,Homo sapiens (Human),A0A494C1H0
CLPTM1,CLPTM1,unreviewed,Homo sapiens (Human),K7ERL5
CPT2,CPT2,unreviewed,Homo sapiens (Human),A0A1B0GTL9
EIF4A1,EIF4A1,unreviewed,Homo sapiens (Human),J3QLN6
NAALADL1,NAALADL1,unreviewed,Homo sapiens (Human),E9PLR8
PA2G4,PA2G4,unreviewed,Homo sapiens (Human),F8W0A3
Iars2,Iars2,unreviewed,Rattus norvegicus (Rat),D4A8P9
PTMA,PTMA,unreviewed,Homo sapiens (Human),B8ZZW7
Fam107b,Fam107b,reviewed,Rattus norvegicus (Rat),Q5U4F3
HSD17B11,HSD17B11,unreviewed,Homo sapiens (Human),D6RCD0
PACSIN2,PACSIN2,reviewed,Homo sapiens (Human),Q9UNF0
SLFN11,SLFN11,unreviewed,Homo sapiens (Human),K7ES87
WDR5B,WDR5B,reviewed,Homo sapiens (Human),Q86VZ2
H3-3B,H3-3B,unreviewed,Homo sapiens (Human),K7EMV3
CHMP1A,CHMP1A,unreviewed,Homo sapiens (Human),F5H875
PAX6,PAX6,unreviewed,Homo sapiens (Human),A0A1W2PSB5
Arsl;Arse,Arsl,unreviewed,Rattus norvegicus (Rat),Q32KK0
MFF,MFF,unreviewed,Homo sapiens (Human),E9PQX8
ERCC3;XPB;XPBC,ERCC3,reviewed,Homo sapiens (Human),P19447
PTGES2,PTGES2,unreviewed,Homo sapiens (Human),X6RJ95
DHRS7B,DHRS7B,unreviewed,Homo sapiens (Human),J3QLJ8
ARFIP2,ARFIP2,unreviewed,Homo sapiens (Human),A0A087X1E4
DOCK5,DOCK5,reviewed,Homo sapiens (Human),Q9H7D0
SKIV2L,SKIV2L,unreviewed,Homo sapiens (Human),F8WDE8
VAMP3,VAMP3,unreviewed,Homo sapiens (Human),K7EKX0
NF1,NF1,unreviewed,Homo sapiens (Human),J3KSB5
DYNLL1,DYNLL1,unreviewed,Homo sapiens (Human),F8VXL2
BAG6,BAG6,unreviewed,Homo sapiens (Human),X6REW1
CPNE3,CPNE3,unreviewed,Homo sapiens (Human),E5RFT7
CLASP2,CLASP2,unreviewed,Homo sapiens (Human),A0A0U1RQI6
TRIM3,TRIM3,unreviewed,Homo sapiens (Human),E9PMK8
SNRPG;PBSCG,SNRPG,reviewed,Homo sapiens (Human),P62308
F12,F12,reviewed,Homo sapiens (Human),P00748
DNAJB6,DNAJB6,unreviewed,Homo sapiens (Human),C9J2C4
TAX1BP3;TIP1,TAX1BP3,reviewed,Homo sapiens (Human),O14907
Plcz1,Plcz1,reviewed,Rattus norvegicus (Rat),Q5FX52
Ccdc126;RGD1561171_predicted;rCG_52524,Ccdc126,unreviewed,Rattus norvegicus (Rat),B5DEZ3
Lgals9;rCG_33388,Lgals9,unreviewed,Rattus norvegicus (Rat),Q6P7Q6
Sh3bgrl;Sh3bgrl_predicted;rCG_38007,Sh3bgrl,unreviewed,Rattus norvegicus (Rat),B5DFD8
PLEKHA1;TAPP1,PLEKHA1,reviewed,Homo sapiens (Human),Q9HB21
SELENOS,SELENOS,unreviewed,Homo sapiens (Human),E9PN30
SUPT20HL2;FAM48B2,SUPT20HL2,reviewed,Homo sapiens (Human),P0C7V6
OGA,OGA,unreviewed,Homo sapiens (Human),H7C3X0
NEK6,NEK6,unreviewed,Homo sapiens (Human),Q5TBG1
MYL4,MYL4,unreviewed,Homo sapiens (Human),I3L1K6
IGKV2-24,IGKV2-24,reviewed,Homo sapiens (Human),A0A0C4DH68
MAN2A2,MAN2A2,unreviewed,Homo sapiens (Human),H0YKH9
SLC1A5,SLC1A5,unreviewed,Homo sapiens (Human),M0QX44
DHRS1;hCG_40190,DHRS1,unreviewed,Homo sapiens (Human),H0YNC2
LPP;hCG_17155,LPP,unreviewed,Homo sapiens (Human),C9JUT4
MICU1;CALC;CBARA1,MICU1,reviewed,Homo sapiens (Human),Q9BPX6
Krt83;LOC681126,Krt83,unreviewed,Rattus norvegicus (Rat),A7M746
GPI,GPI,unreviewed,Homo sapiens (Human),A0A0J9YYI8
LMO7,LMO7,unreviewed,Homo sapiens (Human),U3KQE6
B4GALT4,B4GALT4,unreviewed,Homo sapiens (Human),C9J644
LUZP1,LUZP1,unreviewed,Homo sapiens (Human),E5RHU7
Gstm1,Gstm1,reviewed,Rattus norvegicus (Rat),P04905
FABP5P3;FABP5L3,FABP5P3,reviewed,Homo sapiens (Human),A8MUU1
MAPKAPK3,MAPKAPK3,reviewed,Homo sapiens (Human),Q16644
TOLLIP,TOLLIP,unreviewed,Homo sapiens (Human),E9PP67
TCAF1,TCAF1,unreviewed,Homo sapiens (Human),C9J9F4
CDC42,CDC42,unreviewed,Homo sapiens (Human),A0A590UJK8
,,unreviewed,Homo sapiens (Human),B7Z9I1
CTNNA1,CTNNA1,unreviewed,Homo sapiens (Human),E5RFK9
RO60;TROVE2;hCG_41054,RO60,unreviewed,Homo sapiens (Human),G5E9R9
KLHDC4,KLHDC4,reviewed,Homo sapiens (Human),Q8TBB5
BIN2,BIN2,unreviewed,Homo sapiens (Human),S4R3J0
