Gene Name,Reduced Gene Name,Organism,Mode
Abhd10,Abhd10,mouse,ensembl
Plek,Plek,mouse,ensembl
Hk1,Hk1,mouse,ensembl
Ccar2,Ccar2,mouse,ensembl
Arpp19,Arpp19,mouse,ensembl
Eif2b5,Eif2b5,mouse,ensembl
Cox7c,Cox7c,mouse,ensembl
Fcgr2b,Fcgr2b,mouse,ensembl
Dctn4,Dctn4,mouse,ensembl
Fasn,Fasn,mouse,ensembl
Tecpr1,Tecpr1,mouse,ensembl
Retreg3,Retreg3,mouse,ensembl
Slc39a14,Slc39a14,mouse,ensembl
Gmds,Gmds,mouse,ensembl
Sh3kbp1,Sh3kbp1,mouse,ensembl
Cyp1b1,Cyp1b1,mouse,ensembl
Trp53rkb,Trp53rkb,mouse,ensembl
Rbm17,Rbm17,mouse,ensembl
Klc4,Klc4,mouse,ensembl
Lbp,Lbp,mouse,ensembl
Khsrp,Khsrp,mouse,ensembl
Baiap2,Baiap2,mouse,ensembl
Wdr77,Wdr77,mouse,ensembl
Usp24,Usp24,mouse,ensembl
Fcgr4,Fcgr4,mouse,ensembl
Lsm3,Lsm3,mouse,ensembl
Bphl,Bphl,mouse,ensembl
Dguok,Dguok,mouse,ensembl
Col24a1,Col24a1,mouse,ensembl
Rad50,Rad50,mouse,ensembl
Mcoln1,Mcoln1,mouse,ensembl
Tnpo1,Tnpo1,mouse,ensembl
Gtf2f1,Gtf2f1,mouse,ensembl
Akap8,Akap8,mouse,ensembl
Lamp2,Lamp2,mouse,ensembl
Myh9,Myh9,mouse,ensembl
Cd47,Cd47,mouse,ensembl
Alb,Alb,mouse,ensembl
Nfatc1,Nfatc1,mouse,ensembl
Havcr2,Havcr2,mouse,ensembl
Gm44084,Gm44084,mouse,ensembl
Arhgap10,Arhgap10,mouse,ensembl
Cbx3,Cbx3,mouse,ensembl
Igfbp5,Igfbp5,mouse,ensembl
Nfu1,Nfu1,mouse,ensembl
Rbbp7,Rbbp7,mouse,ensembl
Camk1d,Camk1d,mouse,ensembl
Ssr3,Ssr3,mouse,ensembl
Msra,Msra,mouse,ensembl
Dgkz,Dgkz,mouse,ensembl
Fam91a1,Fam91a1,mouse,ensembl
Praf2,Praf2,mouse,ensembl
Ptges2,Ptges2,mouse,ensembl
Dhx36,Dhx36,mouse,ensembl
Maea,Maea,mouse,ensembl
Cnrip1,Cnrip1,mouse,ensembl
S100a10,S100a10,mouse,ensembl
Atp2c1,Atp2c1,mouse,ensembl
Myl12a,Myl12a,mouse,ensembl
Arxes2,Arxes2,mouse,ensembl
Lrch4,Lrch4,mouse,ensembl
Rpl10,Rpl10,mouse,ensembl
Rnaset2a,Rnaset2a,mouse,ensembl
Hmgn2,Hmgn2,mouse,ensembl
Lrrc8a,Lrrc8a,mouse,ensembl
Cycs,Cycs,mouse,ensembl
Gbp4,Gbp4,mouse,ensembl
Rpn1,Rpn1,rat,ensembl
AC108595.1,AC108595.1,rat,ensembl
Ahnak,Ahnak,rat,ensembl
Gsn,Gsn,rat,ensembl
Mcpt1,Mcpt1l1,rat,ensembl
Acaa2,Acaa2,rat,ensembl
Prdx2,Prdx2,rat,ensembl
P4hb,P4hb,rat,ensembl
Marcks,Marcks,rat,ensembl
Des,Des,rat,ensembl
Sod1,Sod1,rat,ensembl
Fabp4,Fabp4,rat,ensembl
Ybx1,Ybx1,rat,ensembl
Pgm1,Pgm1,rat,ensembl
Dpp7,Dpp7,rat,ensembl
Gstp1,Gstp1,rat,ensembl
Prdx5,Prdx5,rat,ensembl
Dpt,Dpt,rat,ensembl
Plg,Plg,rat,ensembl
Park7,Park7,rat,ensembl
Pfn1,Pfn1,rat,ensembl
Rrbp1,Rrbp1,rat,ensembl
Tnn,Tnn,rat,ensembl
Dpysl3,Dpysl3,rat,ensembl
Pdlim5,Pdlim5,rat,ensembl
Idh2,Idh2,rat,ensembl
Nutf2,Nutf2,rat,ensembl
Prdx6,Prdx6,rat,ensembl
LOC120096281,AABR07040947.1,rat,ensembl
Kng1,Kng1,rat,ensembl
Ftl1l1,AABR07041778.1,rat,ensembl
Cp,Cp,rat,ensembl
Ctsd,Ctsd,rat,ensembl
Serpinc1,Serpinc1,rat,ensembl
C4b,C4b,rat,ensembl
Ywhaz,Ywhaz,rat,ensembl
Gstm2,Gstm6l,rat,ensembl
Anxa6,Anxa6,rat,ensembl
Fga,Fga,rat,ensembl
Acat1,Acat1,rat,ensembl
Ahcy,Ahcy,rat,ensembl
Prdx1,Prdx1,rat,ensembl
Ywhae,Ywhae,rat,ensembl
Wdr1,Wdr1,rat,ensembl
Hbb-b1,Hbb-b1,rat,ensembl
Serpinh1,Serpinh1,rat,ensembl
Aldh2,Acad10,rat,ensembl
Csrp1,Csrp1,rat,ensembl
Tuba3b,Tuba3b,rat,ensembl
Eif4a1,Eif4a1,rat,ensembl
Hadha,Hadha,rat,ensembl
Hist1h4m,Hist1h4m,rat,ensembl
Calr,Calr,rat,ensembl
Ripor2,Ripor2,rat,ensembl
Lmna,Lmna,rat,ensembl
Gpi,Gpi,rat,ensembl
Tubb5,Tubb5,rat,ensembl
Vat1,Vat1,rat,ensembl
Tuba1c,Tuba1c,rat,ensembl
Flna,Flna,rat,ensembl
Fn1,Fn1,rat,ensembl
Col1a1,Col1a1,rat,ensembl
Tpm4,Tpm4,rat,ensembl
Lgals1,Lgals1,rat,ensembl
Adipoq,Adipoq,rat,ensembl
LOC297568,LOC297568,rat,ensembl
Afm,Afm,rat,ensembl
Col14a1,Col14a1,rat,ensembl
Fetub,Fetub,rat,ensembl
AABR07060872.1,AABR07060872.1,rat,ensembl
Ahsg,AABR07034632.1,rat,ensembl
Ldha,Ldha,rat,ensembl
Eno1-ps1,AABR07052523.1,rat,ensembl
AC109707.1,AC109707.1,rat,ensembl
Ampd1,Ampd1,rat,ensembl
Pkm,Pkm,rat,ensembl
Abi3bp,Abi3bp,rat,ensembl
Hbb,Hbb-b1,rat,ensembl
Flnc,Flnc,rat,ensembl
Anxa1,Anxa1,rat,ensembl
Lgals5,Lgals5,rat,ensembl
Tpm3,Tpm3,rat,ensembl
S100a11,S100a11,rat,ensembl
Vcl,Vcl,rat,ensembl
Col6a1,Col6a1,rat,ensembl
Sod2,Sod2,rat,ensembl
Eef1a1,Eef1a1,rat,ensembl
Rack1,Rack1,rat,ensembl
Fgg,Fgg,rat,ensembl
Atp5po,Atp5po,rat,ensembl
Thbs4,Thbs4,rat,ensembl
Aspn,Aspn,rat,ensembl
Tubb4b,Tubb4b,rat,ensembl
Mdh1,Mdh1,rat,ensembl
Apoh,Apoh,rat,ensembl
Sdha,Sdha,rat,ensembl
Acta2,Acta2,rat,ensembl
Orm1,Orm1,rat,ensembl
Eno1,Eno1,rat,ensembl
Ddt,Ddt,rat,ensembl
Tagln,Tagln,rat,ensembl
Ca2,Car2,rat,ensembl
Fbn1,Fbn1,rat,ensembl
Fbln2,Fbln2,rat,ensembl
Klhl41,Klhl41,rat,ensembl
Got1,Got1,rat,ensembl
Actr3,Actr3,rat,ensembl
Ttr,Ttr,rat,ensembl
Gda,Gda,rat,ensembl
Plec,Plec,rat,ensembl
Actg2,Actg2,rat,ensembl
Aco2,Aco2,rat,ensembl
Apoa1,Apoa1,rat,ensembl
Pdia3,Pdia3,rat,ensembl
Gpd1,Gpd1,rat,ensembl
Prdx1l1,AABR07012795.1,rat,ensembl
Pnp,Pnp,rat,ensembl
Hspa2,Hspa2,rat,ensembl
Pgk1,Pgk1,rat,ensembl
Pdlim3,Pdlim3,rat,ensembl
Hint1,AABR07060778.1,rat,ensembl
Mug1,Mug1,rat,ensembl
Ybx2,Ybx2,rat,ensembl
Fabp3,Fabp3,rat,ensembl
Mdh2,Mdh2,rat,ensembl
Ctss,Ctss,rat,ensembl
Cavin3,Cavin3,rat,ensembl
Apoa4,Apoa4,rat,ensembl
Nid1,Nid1,rat,ensembl
Ptma,Ptma,rat,ensembl
Txn1,Txn1,rat,ensembl
Actn4,Actn4,rat,ensembl
Ca3,Ca3,rat,ensembl
Anxa4,Anxa4,rat,ensembl
Ppia,Ppial4d,rat,ensembl
Hspb6,Hspb6,rat,ensembl
Myl2,Myl2,rat,ensembl
Glo1,Glo1,rat,ensembl
RGD1563581,AABR07026805.2,rat,ensembl
Col6a2,Col6a2,rat,ensembl
Atp5f1a,Atp5f1a,rat,ensembl
Eno3,Eno3,rat,ensembl
Gc,Gc,rat,ensembl
Hspg2,AABR07073181.1,rat,ensembl
Col15a1,Col15a1,rat,ensembl
LOC100360413,LOC100360413,rat,ensembl
LOC100359550,AC117299.1,rat,ensembl
Scpep1,Scpep1,rat,ensembl
ENSRNOG00000070169,ENSRNOG00000070169,rat,ensembl
Ctsb,Ctsb,rat,ensembl
Iqgap1,Iqgap1,rat,ensembl
Ckb,Ckb,rat,ensembl
Got2,Got2,rat,ensembl
Lcp1,Lcp1,rat,ensembl
Myh9,Myh9,rat,ensembl
LOC102549852,AABR07004746.1,rat,ensembl
RGD1566189,AABR07005031.1,rat,ensembl
Postn,Postn,rat,ensembl
Rlc-a,Myl12a,rat,ensembl
Hp,Hp,rat,ensembl
Anpep,Anpep,rat,ensembl
Tkt,Tkt,rat,ensembl
Apoe,Apoe,rat,ensembl
Hnrnpa1,Hnrnpa1,rat,ensembl
Uqcrc1,Uqcrc1,rat,ensembl
Capzb,Capzb,rat,ensembl
Fmod,Fmod,rat,ensembl
Lyz2,Lyz2,rat,ensembl
Alb,Alb,rat,ensembl
Vcp,Vcp,rat,ensembl
Ca1,Car1,rat,ensembl
Taf3,Taf3,rat,ensembl
Rpn2,Rpn2,rat,ensembl
Pgam2,Pgam2,rat,ensembl
Arcn1,Arcn1,rat,ensembl
Hspe1,Hspe1,rat,ensembl
RGD1560402,RGD1560402,rat,ensembl
AABR07054368.1,AABR07054368.1,rat,ensembl
Ppp1ca,Ppp1ca,rat,ensembl
Rps27a-ps28,Rps27a-ps28,rat,ensembl
Serpina1,Serpina1,rat,ensembl
Akr1b1,Akr1b1,rat,ensembl
Pebp1,Pebp1,rat,ensembl
Arhgdia,Arhgdia,rat,ensembl
Mb,Mb,rat,ensembl
Myl6,Myl6,rat,ensembl
Col12a1,Col12a1,rat,ensembl
Pgam1,Pgam1,rat,ensembl
Cox4i1,Cox4i1,rat,ensembl
Fgb,Fgb,rat,ensembl
Tubb2b,Tubb2b,rat,ensembl
Xdh,Xdh,rat,ensembl
Cap1,Cap1,rat,ensembl
Dpysl2,Dpysl2,rat,ensembl
Tuba4a,Tuba4a,rat,ensembl
Grn,Grn,rat,ensembl
Ywhag,Ywhag,rat,ensembl
C3,C3,rat,ensembl
S100a9,S100a9,rat,ensembl
Nme2,Nme2,rat,ensembl
Calm2,Calm2,rat,ensembl
Aldoa,Aldoa,rat,ensembl
Hmgb1,Hmgb1,rat,ensembl
Calm1,Calm1,rat,ensembl
H4c2,H4c2,rat,ensembl
Rps27a,Rps27a,rat,ensembl
Hba-a3,Hba-a3,rat,ensembl
Calm3,Calm3,rat,ensembl
Tuba3a,Tuba3a,rat,ensembl
ITIH6,ITIH6,rabbit,ensembl
SFTPC,SFTPC,rabbit,ensembl
MAGED2,MAGED2,rabbit,ensembl
XRRA1,XRRA1,rabbit,ensembl
COG7,COG7,rabbit,ensembl
CAMK2A,CAMK2A,rabbit,ensembl
LAMTOR2,LAMTOR2,rabbit,ensembl
TSNAXIP1,TSNAXIP1,rabbit,ensembl
GMEB1,GMEB1,rabbit,ensembl
HCN4,HCN4,rabbit,ensembl
ADCY10,ADCY10,rabbit,ensembl
GPC4,GPC4,rabbit,ensembl
FREM3,FREM3,rabbit,ensembl
LRRIQ1,LRRIQ1,rabbit,ensembl
MARCHF7,MARCHF7,rabbit,ensembl
NLRP3,NLRP3,rabbit,ensembl
TET2,TET2,rabbit,ensembl
CLK2,CLK2,rabbit,ensembl
TFDP1,TFDP1,rabbit,ensembl
SULT2A1,SULT2A1,rabbit,ensembl
ANP32B,ANP32B,rabbit,ensembl
ATP2B2,ATP2B2,rabbit,ensembl
MAPKBP1,MAPKBP1,rabbit,ensembl
RP9,RP9,rabbit,ensembl
KDM5C,KDM5C,rabbit,ensembl
ARHGAP15,ARHGAP15,rabbit,ensembl
ZNF34,ZNF34,rabbit,ensembl
MINDY3,MINDY3,rabbit,ensembl
TMED8,TMED8,rabbit,ensembl
DYNC1LI1,DYNC1LI1,rabbit,ensembl
QSER1,QSER1,rabbit,ensembl
NCDN,NCDN,rabbit,ensembl
DRD5,DRD5,rabbit,ensembl
CARD11,CARD11,rabbit,ensembl
IKBKG,IKBKG,rabbit,ensembl
DNAJB4,DNAJB4,rabbit,ensembl
CIP2A,CIP2A,rabbit,ensembl
SAE1,SAE1,rabbit,ensembl
GALM,GALM,rabbit,ensembl
NDUFA9,NDUFA9,rabbit,ensembl
ANKS3,ANKS3,rabbit,ensembl
SPRED3,SPRED3,rabbit,ensembl
WHAMM,WHAMM,rabbit,ensembl
GNAZ,GNAZ,rabbit,ensembl
AGO4,AGO4,rabbit,ensembl
PRDM11,PRDM11,rabbit,ensembl
COL6A6,COL6A6,rabbit,ensembl
SNRPD2,SNRPD2,rabbit,ensembl
RANBP9,RANBP9,rabbit,ensembl
MRC1,MRC1,rabbit,ensembl
ATP5PD,ATP5PD,rabbit,ensembl
GNPDA1,GNPDA1,rabbit,ensembl
DCC,DCC,rabbit,ensembl
PON3,PON3,rabbit,ensembl
SELENOT,SELENOT,rabbit,ensembl
ZFHX3,ZFHX3,rabbit,ensembl
DIAPH2,DIAPH2,rabbit,ensembl
PIH1D1,PIH1D1,rabbit,ensembl
SFMBT1,SFMBT1,rabbit,ensembl
VAT1L,VAT1L,rabbit,ensembl
DNAJC7,DNAJC7,rabbit,ensembl
ABHD13,ABHD13,rabbit,ensembl
MYLK3,MYLK3,rabbit,ensembl
MMP12,MMP12,rabbit,ensembl
TXLNB,TXLNB,rabbit,ensembl
CYP7A1,CYP7A1,rabbit,ensembl
CC2D2B,CC2D2B,rabbit,ensembl
DNAI4,DNAI4,rabbit,ensembl
TRAPPC8,TRAPPC8,rabbit,ensembl
SLC27A3,SLC27A3,rabbit,ensembl
GALNT5,GALNT5,rabbit,ensembl
ATP1A2,ATP1A2,rabbit,ensembl
PHLPP1,PHLPP1,rabbit,ensembl
FMN1,FMN1,rabbit,ensembl
MYBPC3,MYBPC3,rabbit,ensembl
PSMA3,PSMA3,rabbit,ensembl
GFM1,GFM1,rabbit,ensembl
EIF4G1,EIF4G1,rabbit,ensembl
USP39,USP39,rabbit,ensembl
NYNRIN,NYNRIN,rabbit,ensembl
SF1,SF1,rabbit,ensembl
SLC12A4,SLC12A4,rabbit,ensembl
DNAJA4,DNAJA4,rabbit,ensembl
ZCCHC2,ZCCHC2,rabbit,ensembl
AIPL1,AIPL1,rabbit,ensembl
FBXL7,FBXL7,rabbit,ensembl
HMBS,HMBS,rabbit,ensembl
RPA2,RPA2,rabbit,ensembl
HSPH1,HSPH1,rabbit,ensembl
MOSPD2,MOSPD2,rabbit,ensembl
ATF7IP2,ATF7IP2,rabbit,ensembl
HGD,HGD,rabbit,ensembl
LIMK2,LIMK2,rabbit,ensembl
HEG1,HEG1,rabbit,ensembl
PDGFD,PDGFD,rabbit,ensembl
IL1RAP,IL1RAP,rabbit,ensembl
TBCB,TBCB,rabbit,ensembl
GNE,GNE,rabbit,ensembl
MOB1B,MOB1B,rabbit,ensembl
GMPR2,GMPR2,rabbit,ensembl
SQSTM1,SQSTM1,rabbit,ensembl
EHMT2,EHMT2,rabbit,ensembl
NDC80,NDC80,rabbit,ensembl
WDR7,WDR7,rabbit,ensembl
LPGAT1,LPGAT1,rabbit,ensembl
ENOSF1,ENOSF1,rabbit,ensembl
KBTBD3,KBTBD3,rabbit,ensembl
SIN3A,SIN3A,rabbit,ensembl
SCARA3,SCARA3,rabbit,ensembl
ZNF462,ZNF462,rabbit,ensembl
SEC13,SEC13,rabbit,ensembl
SLC28A3,SLC28A3,rabbit,ensembl
ABCA5,ABCA5,rabbit,ensembl
THBS3,THBS3,rabbit,ensembl
ABCA6,ABCA6,rabbit,ensembl
H1-1,H1-1,rabbit,ensembl
ALKBH7,ALKBH7,rabbit,ensembl
STK10,STK10,rabbit,ensembl
LYPLA1,LYPLA1,rabbit,ensembl
PEA15,PEA15,rabbit,ensembl
CDX1,CDX1,rabbit,ensembl
GLRX,GLRX,rabbit,ensembl
IRAK3,IRAK3,rabbit,ensembl
TOM1L2,TOM1L2,rabbit,ensembl
CEP85L,CEP85L,rabbit,ensembl
RPS16,RPS16,rabbit,ensembl
KLHL34,KLHL34,rabbit,ensembl
RBBP5,RBBP5,rabbit,ensembl
CATSPERE,CATSPERE,rabbit,ensembl
GALK2,GALK2,rabbit,ensembl
GFPT2,GFPT2,rabbit,ensembl
GMPPA,GMPPA,rabbit,ensembl
MYO1C,MYO1C,rabbit,ensembl
NDUFC1,NDUFC1,rabbit,ensembl
GMPS,GMPS,rabbit,ensembl
GOLM2,GOLM2,rabbit,ensembl
SASS6,SASS6,rabbit,ensembl
ATP6V0D2,ATP6V0D2,rabbit,ensembl
LRIG2,LRIG2,rabbit,ensembl
FRY,FRY,rabbit,ensembl
NLRX1,NLRX1,rabbit,ensembl
APOOL,APOOL,rabbit,ensembl
RREB1,RREB1,rabbit,ensembl
TNS4,TNS4,rabbit,ensembl
KATNAL2,KATNAL2,rabbit,ensembl
FBLN2,FBLN2,rabbit,ensembl
LDB1,LDB1,rabbit,ensembl
ABL1,ABL1,rabbit,ensembl
CCDC134,CCDC134,rabbit,ensembl
CPNE4,CPNE4,rabbit,ensembl
FNDC1,FNDC1,rabbit,ensembl
ABITRAM,ABITRAM,rabbit,ensembl
CSTF2,CSTF2,rabbit,ensembl
LOXL4,LOXL4,rabbit,ensembl
SCN11A,SCN11A,rabbit,ensembl
NAV3,NAV3,rabbit,ensembl
RPL14,RPL14,rabbit,ensembl
UBAP2L,UBAP2L,rabbit,ensembl
CDYL2,CDYL2,rabbit,ensembl
ZNF423,ZNF423,rabbit,ensembl
ABCA8,ABCA8,rabbit,ensembl
FOXF1,FOXF1,rabbit,ensembl
OXA1L,OXA1L,rabbit,ensembl
PNN,PNN,rabbit,ensembl
COG2,COG2,rabbit,ensembl
CCBE1,CCBE1,rabbit,ensembl
SECISBP2L,SECISBP2L,rabbit,ensembl
GALNT7,GALNT7,rabbit,ensembl
ETS2,ETS2,rabbit,ensembl
MSH2,MSH2,rabbit,ensembl
RAVER1,RAVER1,rabbit,ensembl
PGM3,PGM3,rabbit,ensembl
SIPA1L2,SIPA1L2,rabbit,ensembl
P4HA3,P4HA3,rabbit,ensembl
STK24,STK24,rabbit,ensembl
PGM1,PGM1,rabbit,ensembl
NUBP1,NUBP1,rabbit,ensembl
NUP160,NUP160,rabbit,ensembl
FYN,FYN,rabbit,ensembl
HUWE1,HUWE1,rabbit,ensembl
GPAT2,GPAT2,rabbit,ensembl
NCALD,NCALD,rabbit,ensembl
MCC,MCC,rabbit,ensembl
ABCD4,ABCD4,rabbit,ensembl
PLA2G4A,PLA2G4A,rabbit,ensembl
ZNF609,ZNF609,rabbit,ensembl
FICD,FICD,rabbit,ensembl
FIGNL1,FIGNL1,rabbit,ensembl
VAPA,VAPA,rabbit,ensembl
ZBTB16,ZBTB16,rabbit,ensembl
BRSK1,BRSK1,rabbit,ensembl
ME1,ME1,rabbit,ensembl
ACADM,ACADM,rabbit,ensembl
ERCC3,ERCC3,rabbit,ensembl
SEMA4G,SEMA4G,rabbit,ensembl
RNF185,RNF185,rabbit,ensembl
RAPGEF1,RAPGEF1,rabbit,ensembl
ATAD2B,ATAD2B,rabbit,ensembl
IST1,IST1,rabbit,ensembl
SLITRK1,SLITRK1,rabbit,ensembl
EPS15,EPS15,rabbit,ensembl
SLC25A20,SLC25A20,rabbit,ensembl
ZNF532,ZNF532,rabbit,ensembl
TRNT1,TRNT1,rabbit,ensembl
ITGAM,ITGAM,rabbit,ensembl
PPIB,PPIB,rabbit,ensembl
PXN,PXN,rabbit,ensembl
FNDC3A,FNDC3A,rabbit,ensembl
CTTN,CTTN,rabbit,ensembl
TTC3,TTC3,rabbit,ensembl
CEP350,CEP350,rabbit,ensembl
PRDM1,PRDM1,rabbit,ensembl
GLB1,GLB1,rabbit,ensembl
PLK2,PLK2,rabbit,ensembl
CCDC178,CCDC178,rabbit,ensembl
RCC2,RCC2,rabbit,ensembl
IMPDH2,IMPDH2,rabbit,ensembl
TCF25,TCF25,rabbit,ensembl
PCK2,PCK2,rabbit,ensembl
OPA1,OPA1,rabbit,ensembl
ABHD14B,ABHD14B,rabbit,ensembl
NCOA7,NCOA7,rabbit,ensembl
SACS,SACS,rabbit,ensembl
TACR2,TACR2,rabbit,ensembl
MED23,MED23,rabbit,ensembl
VPS13C,VPS13C,rabbit,ensembl
INTS7,INTS7,rabbit,ensembl
CSNK1D,CSNK1D,rabbit,ensembl
FAF2,FAF2,rabbit,ensembl
OPHN1,OPHN1,rabbit,ensembl
SLAIN2,SLAIN2,rabbit,ensembl
PHF3,PHF3,rabbit,ensembl
NCK1,NCK1,rabbit,ensembl
TBX21,TBX21,rabbit,ensembl
MUSK,MUSK,rabbit,ensembl
HSP90B1,HSP90B1,rabbit,ensembl
PSMD8,PSMD8,rabbit,ensembl
LRP3,LRP3,rabbit,ensembl
MGST1,MGST1,rabbit,ensembl
SDSL,SDSL,rabbit,ensembl
PIGO,PIGO,rabbit,ensembl
FLNC,FLNC,rabbit,ensembl
COIL,COIL,rabbit,ensembl
HTR3B,HTR3B,rabbit,ensembl
MAPK1,MAPK1,rabbit,ensembl
SORBS2,SORBS2,rabbit,ensembl
CPSF6,CPSF6,rabbit,ensembl
JAK2,JAK2,rabbit,ensembl
SRRM2,SRRM2,rabbit,ensembl
UBR1,UBR1,rabbit,ensembl
NAPEPLD,NAPEPLD,rabbit,ensembl
OR5B21,OR5B21,rabbit,ensembl
COPS2,COPS2,rabbit,ensembl
MAP3K10,MAP3K10,rabbit,ensembl
SETD6,SETD6,rabbit,ensembl
MARCKSL1,MARCKSL1,rabbit,ensembl
CNTNAP5,CNTNAP5,rabbit,ensembl
MTMR3,MTMR3,rabbit,ensembl
MIER1,MIER1,rabbit,ensembl
NFYA,NFYA,rabbit,ensembl
MGAT5,MGAT5,rabbit,ensembl
WDR19,WDR19,rabbit,ensembl
HACD3,HACD3,rabbit,ensembl
TXNRD1,TXNRD1,rabbit,ensembl
HTRA2,HTRA2,rabbit,ensembl
DNAJC28,DNAJC28,rabbit,ensembl
MYO1B,MYO1B,rabbit,ensembl
SCLT1,SCLT1,rabbit,ensembl
FAM217B,FAM217B,rabbit,ensembl
COG3,COG3,rabbit,ensembl
HIBADH,HIBADH,rabbit,ensembl
HUNK,HUNK,rabbit,ensembl
DDIAS,DDIAS,rabbit,ensembl
SPTBN2,SPTBN2,rabbit,ensembl
VSIG1,VSIG1,rabbit,ensembl
SNRPG,SNRPG,rabbit,ensembl
H2AJ,H2AJ,rabbit,ensembl
STBD1,STBD1,rabbit,ensembl
KIAA0753,KIAA0753,rabbit,ensembl
COLEC12,COLEC12,rabbit,ensembl
TNFSF15,TNFSF15,rabbit,ensembl
ACTR1B,ACTR1B,rabbit,ensembl
COL9A1,COL9A1,rabbit,ensembl
NPHP1,NPHP1,rabbit,ensembl
KRT85,KRT85,rabbit,ensembl
MB,MB,rabbit,ensembl
ATP1A4,ATP1A4,rabbit,ensembl
GLRX5,GLRX5,rabbit,ensembl
ARHGAP17,ARHGAP17,rabbit,ensembl
NID2,NID2,rabbit,ensembl
DHX38,DHX38,rabbit,ensembl
DCUN1D5,DCUN1D5,rabbit,ensembl
HDX,HDX,rabbit,ensembl
RNF114,RNF114,rabbit,ensembl
ADH4,ADH4,rabbit,ensembl
DPH2,DPH2,rabbit,ensembl
SBDS,SBDS,rabbit,ensembl
PAX7,PAX7,rabbit,ensembl
TTLL8,TTLL8,rabbit,ensembl
KCNIP3,KCNIP3,rabbit,ensembl
LYZ,LYZ,rabbit,ensembl
DLL3,DLL3,rabbit,ensembl
ANO4,ANO4,rabbit,ensembl
DDX17,DDX17,rabbit,ensembl
Trpv5,TRPV5,rabbit,ensembl
AIF1,AIF1,rabbit,ensembl
MTRF1,MTRF1,rabbit,ensembl
RYR2,RYR2,rabbit,ensembl
PDHB,PDHB,rabbit,ensembl
PPIL6,PPIL6,rabbit,ensembl
CPSF7,CPSF7,rabbit,ensembl
ING3,ING3,rabbit,ensembl
DNAH6,DNAH6,rabbit,ensembl
CCDC88A,CCDC88A,rabbit,ensembl
SNX1,SNX1,rabbit,ensembl
DNAJC3,DNAJC3,rabbit,ensembl
PPIE,PPIE,rabbit,ensembl
SGSM1,SGSM1,rabbit,ensembl
CKMT2,CKMT2,rabbit,ensembl
CNNM4,CNNM4,rabbit,ensembl
KDELR3,KDELR3,rabbit,ensembl
ICOS,ICOS,rabbit,ensembl
PPM1A,PPM1A,rabbit,ensembl
CDC42EP1,CDC42EP1,rabbit,ensembl
GIMAP8,GIMAP8,rabbit,ensembl
MCM10,MCM10,rabbit,ensembl
MC5R,MC5R,rabbit,ensembl
SLC39A7,SLC39A7,rabbit,ensembl
STRAP,STRAP,rabbit,ensembl
IL1RN,IL1RN,rabbit,ensembl
ALDH3A2,ALDH3A2,rabbit,ensembl
TBC1D15,TBC1D15,rabbit,ensembl
ZFP90,ZFP90,rabbit,ensembl
GCNT1,GCNT1,rabbit,ensembl
METTL5,METTL5,rabbit,ensembl
MPZL1,MPZL1,rabbit,ensembl
GSDMD,GSDMD,rabbit,ensembl
TAF7,TAF7,rabbit,ensembl
MAGOHB,MAGOHB,rabbit,ensembl
ARSL,ARSL,rabbit,ensembl
QRICH2,QRICH2,rabbit,ensembl
GALE,GALE,rabbit,ensembl
RCOR1,RCOR1,rabbit,ensembl
ATM,ATM,rabbit,ensembl
GFI1,GFI1,rabbit,ensembl
TINAG,TINAG,rabbit,ensembl
EPB41,EPB41,rabbit,ensembl
MKRN2,MKRN2,rabbit,ensembl
EPHB2,EPHB2,rabbit,ensembl
DHX58,DHX58,rabbit,ensembl
RIMS4,RIMS4,rabbit,ensembl
TPGS1,TPGS1,rabbit,ensembl
TTYH2,TTYH2,rabbit,ensembl
ZFPM2,ZFPM2,rabbit,ensembl
SLC25A37,SLC25A37,rabbit,ensembl
ACSL5,ACSL5,rabbit,ensembl
SRSF6,SRSF6,rabbit,ensembl
LARS1,LARS1,rabbit,ensembl
VAMP3,VAMP3,rabbit,ensembl
DLGAP5,DLGAP5,rabbit,ensembl
TUT7,TUT7,rabbit,ensembl
VPS53,VPS53,rabbit,ensembl
PLBD1,PLBD1,rabbit,ensembl
KLK5,KLK5,rabbit,ensembl
UNK,UNK,rabbit,ensembl
EPB41L3,EPB41L3,rabbit,ensembl
PMEL,PMEL,rabbit,ensembl
RNGTT,RNGTT,rabbit,ensembl
AREG,AREG,rabbit,ensembl
PBX2,PBX2,rabbit,ensembl
SLAMF7,SLAMF7,rabbit,ensembl
VWA8,VWA8,rabbit,ensembl
BMI1,BMI1,rabbit,ensembl
FAM91A1,FAM91A1,rabbit,ensembl
LAMTOR3,LAMTOR3,rabbit,ensembl
RABGGTB,RABGGTB,rabbit,ensembl
SAMD4B,SAMD4B,rabbit,ensembl
PLEKHA7,PLEKHA7,rabbit,ensembl
ATP1B3,ATP1B3,rabbit,ensembl
SRC,SRC,rabbit,ensembl
KYAT3,KYAT3,rabbit,ensembl
CEMIP2,CEMIP2,rabbit,ensembl
KAZALD1,KAZALD1,rabbit,ensembl
PDLIM5,PDLIM5,rabbit,ensembl
IRAG2,IRAG2,rabbit,ensembl
EFL1,EFL1,rabbit,ensembl
BDH1,BDH1,rabbit,ensembl
MRPL39,MRPL39,rabbit,ensembl
