Gene names,Gene names  (primary ),Status,Organism,Protein ID,Gene Names,Gene Names (primary),Reviewed
Cuta;rCG_61022,Cuta,unreviewed,Rattus norvegicus (Rat),A0A0G2JT00,,,
COX7A2;hCG_17987,COX7A2,unreviewed,Homo sapiens (Human),H0UI06,,,
EIF4A1,EIF4A1,unreviewed,Homo sapiens (Human),J3KS93,,,
PIK3R1,PIK3R1,unreviewed,Homo sapiens (Human),H0YBC2,,,
AP2M1,AP2M1,unreviewed,Homo sapiens (Human),C9JGT8,,,
TSPAN14,TSPAN14,unreviewed,Homo sapiens (Human),A6NEP9,,,
PLOD3,PLOD3,unreviewed,Homo sapiens (Human),C9JU11,,,
NOSIP,NOSIP,unreviewed,Homo sapiens (Human),M0QX85,,,
UHRF1BP1L;KIAA0701;SHIP164,UHRF1BP1L,reviewed,Homo sapiens (Human),A0JNW5,,,
PSAP;GLBA;SAP1,PSAP,reviewed,Homo sapiens (Human),P07602,,,
NMNAT1;NMNAT,NMNAT1,reviewed,Homo sapiens (Human),Q9HAN9,,,
SH3PXD2A;FISH;KIAA0418;SH3MD1;TKS5,SH3PXD2A,reviewed,Homo sapiens (Human),Q5TCZ1,,,
PIN4,PIN4,reviewed,Homo sapiens (Human),Q9Y237,,,
NDUFA11,NDUFA11,unreviewed,Homo sapiens (Human),K7EQ77,,,
Srsf6;Sfrs6;Srp55,Srsf6,reviewed,Rattus norvegicus (Rat),G3V6S8,,,
STAT1,STAT1,unreviewed,Homo sapiens (Human),J3KPM9,,,
MCC,MCC,reviewed,Homo sapiens (Human),P23508,,,
CPT2,CPT2,unreviewed,Homo sapiens (Human),A0A1B0GTB8,,,
ANXA2,ANXA2,unreviewed,Homo sapiens (Human),H0YKS4,,,
MROH1;HEATR7A;KIAA1833,MROH1,reviewed,Homo sapiens (Human),Q8NDA8,,,
DDX39A,DDX39A,unreviewed,Homo sapiens (Human),K7EPJ3,,,
BAG6,BAG6,unreviewed,Homo sapiens (Human),H0Y710,,,
Txlna,Txlna,unreviewed,Rattus norvegicus (Rat),B2GV14,,,
Sin3a;Sin3a_predicted;rCG_57822,Sin3a,unreviewed,Rattus norvegicus (Rat),D3ZBP2,,,
GCLC,GCLC,unreviewed,Homo sapiens (Human),D6RGF8,,,
NDUFB9;LYRM3;UQOR22,NDUFB9,reviewed,Homo sapiens (Human),Q9Y6M9,,,
TRAPPC4;hCG_38438,TRAPPC4,unreviewed,Homo sapiens (Human),G5EA23,,,
Pdha1l1,Pdha1l1,unreviewed,Rattus norvegicus (Rat),D4A5G8,,,
EIF3B,EIF3B,unreviewed,Homo sapiens (Human),C9JQN7,,,
Tom1l2,Tom1l2,unreviewed,Rattus norvegicus (Rat),A0A0G2K9L2,,,
ILK,ILK,unreviewed,Homo sapiens (Human),A0A087WWY6,,,
GPX1,GPX1,reviewed,Homo sapiens (Human),P07203,,,
DCTN4,DCTN4,reviewed,Homo sapiens (Human),Q9UJW0,,,
ALDH7A1;ATQ1,ALDH7A1,reviewed,Homo sapiens (Human),P49419,,,
AKT2,AKT2,unreviewed,Homo sapiens (Human),C9JIJ1,,,
CROCC;KIAA0445,CROCC,reviewed,Homo sapiens (Human),Q5TZA2,,,
ERGIC2,ERGIC2,unreviewed,Homo sapiens (Human),H0YI58,,,
DDX42,DDX42,unreviewed,Homo sapiens (Human),A0A0A0MSJ0,,,
REXO2,REXO2,unreviewed,Homo sapiens (Human),F5GYG5,,,
SLC6A6,SLC6A6,unreviewed,Homo sapiens (Human),C9JPV1,,,
LRBA,LRBA,unreviewed,Homo sapiens (Human),A0A494C0R9,,,
NT5E;NT5;NTE,NT5E,reviewed,Homo sapiens (Human),P21589,,,
CPD,CPD,unreviewed,Homo sapiens (Human),J3QQJ4,,,
RPLP0,RPLP0,unreviewed,Homo sapiens (Human),F8W1K8,,,
MAPKAPK3,MAPKAPK3,unreviewed,Homo sapiens (Human),C9JPW3,,,
ARMC1;ARCP,ARMC1,reviewed,Homo sapiens (Human),Q9NVT9,,,
ARHGAP10,ARHGAP10,unreviewed,Homo sapiens (Human),H0Y8W5,,,
INPP1,INPP1,reviewed,Homo sapiens (Human),P49441,,,
BPTF;FAC1;FALZ,BPTF,reviewed,Homo sapiens (Human),Q12830,,,
PCK2,PCK2,unreviewed,Homo sapiens (Human),H0YMU6,,,
ARHGAP17,ARHGAP17,unreviewed,Homo sapiens (Human),I3L4P6,,,
ARPC4-TTLL3,ARPC4-TTLL3,unreviewed,Homo sapiens (Human),F8WCF6,,,
LYRM4,LYRM4,unreviewed,Homo sapiens (Human),C9JRX8,,,
RPL15,RPL15,unreviewed,Homo sapiens (Human),A0A2R8YEM3,,,
AP3B1;ADTB3A,AP3B1,reviewed,Homo sapiens (Human),O00203,,,
DIAPH2;hCG_1811114,DIAPH2,unreviewed,Homo sapiens (Human),K4DI95,,,
Mboat7l1;LOC103689982;rCG_56817,Mboat7l1,unreviewed,Rattus norvegicus (Rat),G3V7N6,,,
GJC1;DKFZp686P0738,GJC1,unreviewed,Homo sapiens (Human),Q5H9P2,,,
SLIRP,SLIRP,unreviewed,Homo sapiens (Human),H0YJW7,,,
SCRN1,SCRN1,unreviewed,Homo sapiens (Human),B8ZZP4,,,
FAM234A,FAM234A,unreviewed,Homo sapiens (Human),H7C3L6,,,
,,unreviewed,Rattus norvegicus (Rat),M0R4I3,,,
C15orf40,C15orf40,unreviewed,Homo sapiens (Human),H0Y9H8,,,
SIRPB1,SIRPB1,unreviewed,Homo sapiens (Human),H3BTT9,,,
Smc3,Smc3,unreviewed,Rattus norvegicus (Rat),F1LQB2,,,
NME1;NDPKA;NM23,NME1,reviewed,Homo sapiens (Human),P15531,,,
RTN4,RTN4,unreviewed,Homo sapiens (Human),A0A0U1RQR6,,,
SGCE,SGCE,unreviewed,Homo sapiens (Human),C9JR67,,,
NUMA1;NMP22;NUMA,NUMA1,reviewed,Homo sapiens (Human),Q14980,,,
Hnmt,Hnmt,reviewed,Rattus norvegicus (Rat),Q01984,,,
Snf8;Eap30,Snf8,reviewed,Rattus norvegicus (Rat),Q5RK19,,,
TBCD,TBCD,unreviewed,Homo sapiens (Human),I3L0V3,,,
ARMC9,ARMC9,unreviewed,Homo sapiens (Human),H7BZY2,,,
IFT27,IFT27,unreviewed,Homo sapiens (Human),B1AH58,,,
PIK3R4,PIK3R4,unreviewed,Homo sapiens (Human),D6RJ98,,,
SIRPB1,SIRPB1,unreviewed,Homo sapiens (Human),H3BQ21,,,
PPIE,PPIE,unreviewed,Homo sapiens (Human),E9PK21,,,
RBM6,RBM6,unreviewed,Homo sapiens (Human),F8WCA5,,,
UBE2E3;UBCE4;UBCH9,UBE2E3,reviewed,Homo sapiens (Human),Q969T4,,,
SEC24B,SEC24B,reviewed,Homo sapiens (Human),O95487,,,
GHDC;D11LGP1E;LGP1,GHDC,reviewed,Homo sapiens (Human),Q8N2G8,,,
IPO5,IPO5,unreviewed,Homo sapiens (Human),E7EV12,,,
ELP3,ELP3,unreviewed,Homo sapiens (Human),B4DKA4,,,
ME2,ME2,unreviewed,Homo sapiens (Human),A0A1W2PQY8,,,
Asns,Asns,reviewed,Rattus norvegicus (Rat),P49088,,,
C5orf24,C5orf24,unreviewed,Homo sapiens (Human),H0YAE0,,,
KIFBP,KIFBP,unreviewed,Homo sapiens (Human),A0A1B0GTE6,,,
ALDOA;ALDA,ALDOA,reviewed,Homo sapiens (Human),P04075,,,
MRPL49,MRPL49,unreviewed,Homo sapiens (Human),H0YDP7,,,
HSDL1;SDR12C3,HSDL1,reviewed,Homo sapiens (Human),Q3SXM5,,,
PREPL,PREPL,unreviewed,Homo sapiens (Human),H7BZP6,,,
ANXA2;ANX2;ANX2L4;CAL1H;LPC2D,ANXA2,reviewed,Homo sapiens (Human),P07355,,,
Mbnl3;Mbnl3_predicted;rCG_53183,Mbnl3,unreviewed,Rattus norvegicus (Rat),D3ZQV3,,,
COMMD6;MSTP076,COMMD6,reviewed,Homo sapiens (Human),Q7Z4G1,,,
MYO1B,MYO1B,unreviewed,Homo sapiens (Human),E9PDF6,,,
Mark2,Mark2,reviewed,Rattus norvegicus (Rat),O08679,,,
TK2,TK2,unreviewed,Homo sapiens (Human),A0A0A0MSY7,,,
TOR1AIP1,TOR1AIP1,unreviewed,Homo sapiens (Human),A0A0A0MSK5,,,
PFN2;hCG_21343,PFN2,unreviewed,Homo sapiens (Human),G5E9Q6,,,
TUBB;TUBB5;OK/SW-cl.56,TUBB,reviewed,Homo sapiens (Human),P07437,,,
PLP2;A4,PLP2,reviewed,Homo sapiens (Human),Q04941,,,
R3hdml;rCG_32147,R3hdml,unreviewed,Rattus norvegicus (Rat),D3ZBM0,,,
CHMP2A;BC2;CHMP2,CHMP2A,reviewed,Homo sapiens (Human),O43633,,,
NUP85,NUP85,unreviewed,Homo sapiens (Human),J3QS63,,,
MTFR1L,MTFR1L,unreviewed,Homo sapiens (Human),E9PLD2,,,
PIP4K2B;PIP5K2B,PIP4K2B,reviewed,Homo sapiens (Human),P78356,,,
PCYT2,PCYT2,unreviewed,Homo sapiens (Human),I3L102,,,
RBPJ,RBPJ,unreviewed,Homo sapiens (Human),D6RB37,,,
SACM1L;KIAA0851;SAC1,SACM1L,reviewed,Homo sapiens (Human),Q9NTJ5,,,
MRPL17;LIP2,MRPL17,reviewed,Homo sapiens (Human),Q9NRX2,,,
SF3A1,SF3A1,unreviewed,Homo sapiens (Human),H7C1L2,,,
MOSPD2,MOSPD2,reviewed,Homo sapiens (Human),Q8NHP6,,,
,,,,C9JTA4,,,
EPM2AIP1,EPM2AIP1,unreviewed,Homo sapiens (Human),A0A096LNL1,,,
Eif1ad,Eif1ad,reviewed,Rattus norvegicus (Rat),Q5RKI6,,,
TUBB6,TUBB6,unreviewed,Homo sapiens (Human),K7EJZ4,,,
BIN3,BIN3,unreviewed,Homo sapiens (Human),H7BYV6,,,
PIGT,PIGT,unreviewed,Homo sapiens (Human),A0A1W2PR73,,,
WARS1,WARS1,unreviewed,Homo sapiens (Human),G3V4A3,,,
Snrpc,Snrpc,reviewed,Rattus norvegicus (Rat),D3ZCL3,,,
ANXA1,ANXA1,unreviewed,Homo sapiens (Human),Q5T3N0,,,
CPT2;CPT1,CPT2,reviewed,Homo sapiens (Human),P23786,,,
Coasy,Coasy,unreviewed,Rattus norvegicus (Rat),Q5XIA5,,,
HNRNPC;HNRPC,HNRNPC,reviewed,Homo sapiens (Human),P07910,,,
Myof,Myof,unreviewed,Rattus norvegicus (Rat),A0A0G2K695,,,
Rabl3;Rabl3_predicted;rCG_53014,Rabl3,unreviewed,Rattus norvegicus (Rat),D4A1C1,,,
ARF4;ARF2,ARF4,reviewed,Homo sapiens (Human),P18085,,,
ANKMY2,ANKMY2,reviewed,Homo sapiens (Human),Q8IV38,,,
PUM1;KIAA0099;PUMH1,PUM1,reviewed,Homo sapiens (Human),Q14671,,,
Ptbp1;rCG_29328,Ptbp1,unreviewed,Rattus norvegicus (Rat),Q6P736,,,
ANXA5,ANXA5,unreviewed,Homo sapiens (Human),E9PHT9,,,
DPM1,DPM1,unreviewed,Homo sapiens (Human),Q5QPK2,,,
ACAP2,ACAP2,unreviewed,Homo sapiens (Human),A0A0U1RQT1,,,
STXBP6;HSPC156,STXBP6,reviewed,Homo sapiens (Human),Q8NFX7,,,
PDLIM5,PDLIM5,unreviewed,Homo sapiens (Human),H0Y8Y3,,,
Ncstn;rCG_20460,Ncstn,unreviewed,Rattus norvegicus (Rat),B3DM90,,,
NME2P1,NME2P1,reviewed,Homo sapiens (Human),O60361,,,
DUS2;DUS2L,DUS2,reviewed,Homo sapiens (Human),Q9NX74,,,
STAG1,STAG1,unreviewed,Homo sapiens (Human),H7C595,,,
RPS6KB1,RPS6KB1,unreviewed,Homo sapiens (Human),K7EIM2,,,
TMED3;C15orf22;UNQ5357/PRO1078,TMED3,reviewed,Homo sapiens (Human),Q9Y3Q3,,,
LOC108351703,LOC108351703,unreviewed,Rattus norvegicus (Rat),D3ZI60,,,
PUS1;PP8985,PUS1,reviewed,Homo sapiens (Human),Q9Y606,,,
FRMD6,FRMD6,unreviewed,Homo sapiens (Human),H0YJC1,,,
ALG9,ALG9,unreviewed,Homo sapiens (Human),A0A087WTZ3,,,
GCLC,GCLC,unreviewed,Homo sapiens (Human),E1CEI4,,,
,,unreviewed,Rattus norvegicus (Rat),M0R5K9,,,
MAP4,MAP4,unreviewed,Homo sapiens (Human),H0Y2V1,,,
RACK1,RACK1,unreviewed,Homo sapiens (Human),D6R9L0,,,
CHP1,CHP1,unreviewed,Homo sapiens (Human),H0YLY7,,,
PTK2,PTK2,unreviewed,Homo sapiens (Human),H0YB16,,,
TBC1D5,TBC1D5,unreviewed,Homo sapiens (Human),C9J397,,,
NEDD4L,NEDD4L,unreviewed,Homo sapiens (Human),K7ENS6,,,
GCFC2,GCFC2,unreviewed,Homo sapiens (Human),C9JII4,,,
Aga,Aga,reviewed,Rattus norvegicus (Rat),P30919,,,
NUP214,NUP214,unreviewed,Homo sapiens (Human),A0A494C1F2,,,
SRR,SRR,reviewed,Homo sapiens (Human),Q9GZT4,,,
ASPSCR1,ASPSCR1,unreviewed,Homo sapiens (Human),J3KRF7,,,
TKFC,TKFC,unreviewed,Homo sapiens (Human),H0YCY6,,,
FBXO22,FBXO22,unreviewed,Homo sapiens (Human),H3BRE0,,,
Nf1x;Nfix,Nf1x,unreviewed,Rattus norvegicus (Rat),F2Z3R4,,,
FKBP10,FKBP10,unreviewed,Homo sapiens (Human),H0Y827,,,
LOC100911440;Slc25a22;rCG_47744,LOC100911440,unreviewed,Rattus norvegicus (Rat),A0A0G2K5L2,,,
SCD;FADS5;SCD1;SCDOS,SCD,reviewed,Homo sapiens (Human),O00767,,,
HNRNPAB,HNRNPAB,unreviewed,Homo sapiens (Human),D6RBZ0,,,
BCL2L13,BCL2L13,unreviewed,Homo sapiens (Human),A0A087WW80,,,
CTNNB1,CTNNB1,unreviewed,Homo sapiens (Human),A0A2R8Y7Z0,,,
PFN2,PFN2,unreviewed,Homo sapiens (Human),C9J0J7,,,
ADPRS;ADPRHL2;ARH3,ADPRS,reviewed,Homo sapiens (Human),Q9NX46,,,
DERA,DERA,unreviewed,Homo sapiens (Human),E9PPK3,,,
COPS7B,COPS7B,unreviewed,Homo sapiens (Human),J3QT67,,,
ISCU,ISCU,unreviewed,Homo sapiens (Human),B3KQ30,,,
AKT1,AKT1,unreviewed,Homo sapiens (Human),A0A087WY56,,,
TRA2A,TRA2A,reviewed,Homo sapiens (Human),Q13595,,,
THOC5,THOC5,unreviewed,Homo sapiens (Human),C9JCL9,,,
HMGA2;HMGIC,HMGA2,reviewed,Homo sapiens (Human),P52926,,,
DERA,DERA,unreviewed,Homo sapiens (Human),E9PJ44,,,
CHMP1A,CHMP1A,unreviewed,Homo sapiens (Human),F8VUA2,,,
Rbbp7,Rbbp7,reviewed,Rattus norvegicus (Rat),Q71UF4,,,
Acat2l1;RGD1562948,Acat2l1,unreviewed,Rattus norvegicus (Rat),D3ZKB6,,,
USP15,USP15,unreviewed,Homo sapiens (Human),H0YHM4,,,
,,reviewed,Homo sapiens (Human),C9JQL5,,,
PTK7;CCK4,PTK7,reviewed,Homo sapiens (Human),Q13308,,,
Erlec1;RGD1306508_predicted;rCG_23332,Erlec1,unreviewed,Rattus norvegicus (Rat),D3ZF97,,,
ZYX,ZYX,reviewed,Homo sapiens (Human),Q15942,,,
UBE2V2;hCG_1640505,UBE2V2,unreviewed,Homo sapiens (Human),G3V113,,,
SACM1L,SACM1L,unreviewed,Homo sapiens (Human),F8WCQ2,,,
KTN1,KTN1,unreviewed,Homo sapiens (Human),G3V5G2,,,
NDUFA10,NDUFA10,unreviewed,Homo sapiens (Human),H7C2X4,,,
Tead1,Tead1,unreviewed,Rattus norvegicus (Rat),A0A0G2K2N3,,,
CBWD1,CBWD1,unreviewed,Homo sapiens (Human),A0A0B4J1T6,,,
Kdsr,Kdsr,unreviewed,Rattus norvegicus (Rat),A0A0G2K4V4,,,
CAP1,CAP1,unreviewed,Homo sapiens (Human),Q5T0R4,,,
MAP2K2;hCG_23544,MAP2K2,unreviewed,Homo sapiens (Human),G5E9C7,,,
NAPA,NAPA,unreviewed,Homo sapiens (Human),M0R0Y2,,,
Rufy3;Ripx,Rufy3,reviewed,Rattus norvegicus (Rat),Q5FVJ0,,,
PSMA6,PSMA6,unreviewed,Homo sapiens (Human),G3V2S7,,,
CALCOCO1,CALCOCO1,unreviewed,Homo sapiens (Human),F8VXS2,,,
DUT,DUT,unreviewed,Homo sapiens (Human),H0YKI0,,,
CA12;hCG_2003428,CA12,unreviewed,Homo sapiens (Human),B3KUB4,,,
Magt1,Magt1,unreviewed,Rattus norvegicus (Rat),G3V9X8,,,
PGRMC2;hCG_16401,PGRMC2,unreviewed,Homo sapiens (Human),U3KPU8,,,
CNOT3,CNOT3,unreviewed,Homo sapiens (Human),A0A087X0F9,,,
Clint1;Enth,Clint1,unreviewed,Rattus norvegicus (Rat),Q6DGF2,,,
UROS,UROS,unreviewed,Homo sapiens (Human),A0A3B3IS76,,,
PNPLA6,PNPLA6,unreviewed,Homo sapiens (Human),M0QYF5,,,
Dnajb2;LOC689593,Dnajb2,unreviewed,Rattus norvegicus (Rat),B2RYA8,,,
MED16,MED16,unreviewed,Homo sapiens (Human),B9TWZ6,,,
SYNE3,SYNE3,unreviewed,Homo sapiens (Human),G3V533,,,
KIF23,KIF23,unreviewed,Homo sapiens (Human),H7BYN4,,,
ELAC2,ELAC2,unreviewed,Homo sapiens (Human),V9GZ72,,,
,,unreviewed,Rattus norvegicus (Rat),A0A0G2JZ28,,,
SIRT5;SIR2L5,SIRT5,reviewed,Homo sapiens (Human),Q9NXA8,,,
TXNRD1,TXNRD1,unreviewed,Homo sapiens (Human),E9PQI3,,,
PACSIN3,PACSIN3,unreviewed,Homo sapiens (Human),E9PJ75,,,
MRE11;HNGS1;MRE11A,MRE11,reviewed,Homo sapiens (Human),P49959,,,
RBBP4,RBBP4,unreviewed,Homo sapiens (Human),H0YF10,,,
COL12A1;COL12A1L,COL12A1,reviewed,Homo sapiens (Human),Q99715,,,
LIG1,LIG1,unreviewed,Homo sapiens (Human),M0R1G7,,,
SRP9,SRP9,unreviewed,Homo sapiens (Human),E9PE20,,,
NFAT5;KIAA0827;TONEBP,NFAT5,reviewed,Homo sapiens (Human),O94916,,,
ACOX3,ACOX3,unreviewed,Homo sapiens (Human),D6RJ89,,,
Arpc1a,Arpc1a,reviewed,Rattus norvegicus (Rat),Q99PD4,,,
EXOC2;SEC5;SEC5L1,EXOC2,reviewed,Homo sapiens (Human),Q96KP1,,,
COPS7B,COPS7B,unreviewed,Homo sapiens (Human),J3QT43,,,
HYOU1,HYOU1,unreviewed,Homo sapiens (Human),A0A087WWI4,,,
Nudt5,Nudt5,unreviewed,Rattus norvegicus (Rat),A0A140TAD1,,,
SGCE,SGCE,unreviewed,Homo sapiens (Human),A0A2R8Y6Y5,,,
SSR1,SSR1,unreviewed,Homo sapiens (Human),A0A3B3IRT8,,,
Pgrmc2,Pgrmc2,reviewed,Rattus norvegicus (Rat),Q5XIU9,,,
Tomm40;rCG_54542,Tomm40,unreviewed,Rattus norvegicus (Rat),G3V8F5,,,
TRIM56;RNF109,TRIM56,reviewed,Homo sapiens (Human),Q9BRZ2,,,
MICALL1;KIAA1668;MIRAB13,MICALL1,reviewed,Homo sapiens (Human),Q8N3F8,,,
LARP4;PP13296,LARP4,reviewed,Homo sapiens (Human),Q71RC2,,,
NRP1,NRP1,unreviewed,Homo sapiens (Human),Q5T7F0,,,
ANKFN1,ANKFN1,unreviewed,Homo sapiens (Human),A0A1B0GTR8,,,
RABGGTA,RABGGTA,unreviewed,Homo sapiens (Human),H0YLG7,,,
UBE2V2,UBE2V2,unreviewed,Homo sapiens (Human),H0YBP9,,,
SRI,SRI,unreviewed,Homo sapiens (Human),C9J0K6,,,
Pam16;Magmas;rCG_49810,Pam16,unreviewed,Rattus norvegicus (Rat),D3ZZV1,,,
DNPH1,DNPH1,unreviewed,Homo sapiens (Human),H0Y8X4,,,
SPECC1L,SPECC1L,unreviewed,Homo sapiens (Human),A0A494C1J1,,,
MRPL1;BM-022,MRPL1,reviewed,Homo sapiens (Human),Q9BYD6,,,
Snrpb2;rCG_27500,Snrpb2,unreviewed,Rattus norvegicus (Rat),B5DEQ4,,,
COMMD9;HSPC166,COMMD9,reviewed,Homo sapiens (Human),Q9P000,,,
TSC2,TSC2,unreviewed,Homo sapiens (Human),A0A2R8Y7X5,,,
RPN2,RPN2,unreviewed,Homo sapiens (Human),Q5JYR4,,,
Sh3rf1;Posh;Posh1;Sh3md2,Sh3rf1,reviewed,Rattus norvegicus (Rat),Q71F54,,,
DGKA,DGKA,unreviewed,Homo sapiens (Human),C9JM35,,,
SNAP29,SNAP29,unreviewed,Homo sapiens (Human),C9JAF7,,,
NAP1L1;NRP,NAP1L1,reviewed,Homo sapiens (Human),P55209,,,
MID1,MID1,unreviewed,Homo sapiens (Human),A0A087X255,,,
GSR,GSR,unreviewed,Homo sapiens (Human),A0A2R8YF59,,,
Eif4e2,Eif4e2,unreviewed,Rattus norvegicus (Rat),A0A0U1RRU1,,,
CKB,CKB,unreviewed,Homo sapiens (Human),H0YJK0,,,
NIPSNAP1,NIPSNAP1,reviewed,Homo sapiens (Human),Q9BPW8,,,
RUVBL2;hCG_16214,RUVBL2,unreviewed,Homo sapiens (Human),M0QXZ7,,,
PNN,PNN,unreviewed,Homo sapiens (Human),G3V579,,,
Bcl9l;Bcl9l_predicted;rCG_58084,Bcl9l,unreviewed,Rattus norvegicus (Rat),D4A0D9,,,
SLC29A1,SLC29A1,unreviewed,Homo sapiens (Human),A0A2U3TZM5,,,
TBRG4,TBRG4,unreviewed,Homo sapiens (Human),C9J618,,,
HDLBP,HDLBP,unreviewed,Homo sapiens (Human),C9JHZ8,,,
Polr2g,Polr2g,reviewed,Rattus norvegicus (Rat),P62489,,,
GRB2,GRB2,unreviewed,Homo sapiens (Human),J3KT38,,,
Tjap1,Tjap1,unreviewed,Rattus norvegicus (Rat),A0A0G2K0W5,,,
DCN;SLRR1B,DCN,reviewed,Homo sapiens (Human),P07585,,,
PDXK;hCG_401289,PDXK,unreviewed,Homo sapiens (Human),A8MV33,,,
DPP4,DPP4,unreviewed,Homo sapiens (Human),F8WE17,,,
Stk39,Stk39,unreviewed,Rattus norvegicus (Rat),A0A0G2K007,,,
MRPL4,MRPL4,unreviewed,Homo sapiens (Human),K7ES61,,,
ANK2,ANK2,unreviewed,Homo sapiens (Human),A0A5F9ZH38,,,
ZC3HAV1;ZC3HDC2;PRO1677,ZC3HAV1,reviewed,Homo sapiens (Human),Q7Z2W4,,,
SNRPG;PBSCG,SNRPG,reviewed,Homo sapiens (Human),P62308,,,
DHX57,DHX57,unreviewed,Homo sapiens (Human),A0A087WW12,,,
Rpl36,Rpl36,reviewed,Rattus norvegicus (Rat),P39032,,,
DNAJC2,DNAJC2,unreviewed,Homo sapiens (Human),H7C3L7,,,
Trim27;Trim27_predicted;rCG_23095,Trim27,unreviewed,Rattus norvegicus (Rat),B5DFI5,,,
GET4,GET4,unreviewed,Homo sapiens (Human),C9JHN8,,,
BET1,BET1,unreviewed,Homo sapiens (Human),H7C1N3,,,
PPIL3,PPIL3,reviewed,Homo sapiens (Human),Q9H2H8,,,
WDR48,WDR48,unreviewed,Homo sapiens (Human),F8W9K4,,,
PARL,PARL,unreviewed,Homo sapiens (Human),C9JNP8,,,
Pla2g4a;Cpla2;Pla2g4,Pla2g4a,reviewed,Rattus norvegicus (Rat),P50393,,,
ARF4,ARF4,unreviewed,Homo sapiens (Human),F8WDB3,,,
RBBP6,RBBP6,unreviewed,Homo sapiens (Human),H3BUN0,,,
APBB2,APBB2,unreviewed,Homo sapiens (Human),H0YA92,,,
POLR1C,POLR1C,unreviewed,Homo sapiens (Human),A0A2R8YEZ4,,,
SHFL,SHFL,unreviewed,Homo sapiens (Human),K7EML3,,,
WIPI1,WIPI1,unreviewed,Homo sapiens (Human),K7EKC5,,,
SMURF2,SMURF2,unreviewed,Homo sapiens (Human),J3QLG1,,,
MRPL2,MRPL2,unreviewed,Homo sapiens (Human),C9JZG7,,,
CTSD,CTSD,unreviewed,Homo sapiens (Human),H7C1V0,,,
XPOT,XPOT,reviewed,Homo sapiens (Human),O43592,,,
TMEM179B;LOC374395;hCG_2016619,TMEM179B,unreviewed,Homo sapiens (Human),G3V185,,,
GPX4,GPX4,unreviewed,Homo sapiens (Human),A0A087WT12,,,
PPP1R18,PPP1R18,unreviewed,Homo sapiens (Human),A0A0G2JHC2,,,
RAB18,RAB18,reviewed,Homo sapiens (Human),Q9NP72,,,
TNPO3,TNPO3,unreviewed,Homo sapiens (Human),C9J7E5,,,
CORO7,CORO7,unreviewed,Homo sapiens (Human),I3L1G9,,,
Tmed5,Tmed5,unreviewed,Rattus norvegicus (Rat),Q6QI88,,,
MAEA,MAEA,unreviewed,Homo sapiens (Human),D6RID6,,,
GOLGA2,GOLGA2,reviewed,Homo sapiens (Human),Q08379,,,
P4HA2,P4HA2,unreviewed,Homo sapiens (Human),C9JX45,,,
MAGI1,MAGI1,unreviewed,Homo sapiens (Human),H7C535,,,
ACAT1,ACAT1,unreviewed,Homo sapiens (Human),E9PRQ6,,,
PARN,PARN,unreviewed,Homo sapiens (Human),A0A494C0W0,,,
MPV17,MPV17,unreviewed,Homo sapiens (Human),A8MTD3,,,
RAB3A,RAB3A,reviewed,Homo sapiens (Human),P20336,,,
FAM234A,FAM234A,unreviewed,Homo sapiens (Human),C9J1M4,,,
PARP1;ADPRT;PPOL,PARP1,reviewed,Homo sapiens (Human),P09874,,,
SPECC1L,SPECC1L,unreviewed,Homo sapiens (Human),C9J8U1,,,
Gtf2h1,Gtf2h1,unreviewed,Rattus norvegicus (Rat),A0A0G2JWQ0,,,
CHP1;CHP,CHP1,reviewed,Homo sapiens (Human),Q99653,,,
CAPZB,CAPZB,unreviewed,Homo sapiens (Human),B1AK87,,,
LDLR,LDLR,unreviewed,Homo sapiens (Human),J3KMZ9,,,
SGPL1;KIAA1252,SGPL1,reviewed,Homo sapiens (Human),O95470,,,
RAI14,RAI14,unreviewed,Homo sapiens (Human),D6R9G4,,,
ETFB,ETFB,unreviewed,Homo sapiens (Human),M0QY67,,,
SFXN1,SFXN1,reviewed,Homo sapiens (Human),Q9H9B4,,,
TAPBP,TAPBP,unreviewed,Homo sapiens (Human),A0A0G2JJI5,,,
HMGCL,HMGCL,reviewed,Homo sapiens (Human),P35914,,,
DNAJA1;DNAJ2;HDJ2;HSJ2;HSPF4,DNAJA1,reviewed,Homo sapiens (Human),P31689,,,
IFI16;IFNGIP1,IFI16,reviewed,Homo sapiens (Human),Q16666,,,
EIF3H,EIF3H,unreviewed,Homo sapiens (Human),E5RFH0,,,
PSMC6,PSMC6,unreviewed,Homo sapiens (Human),H0YJE9,,,
SMARCB1;hCG_41099,SMARCB1,unreviewed,Homo sapiens (Human),G5E975,,,
FAH,FAH,unreviewed,Homo sapiens (Human),H3BNP8,,,
RIC8A,RIC8A,unreviewed,Homo sapiens (Human),E9PI04,,,
RACK1;GNB2L1;HLC7;PIG21,RACK1,reviewed,Homo sapiens (Human),P63244,,,
FAS,FAS,unreviewed,Homo sapiens (Human),K9J972,,,
UTRN,UTRN,unreviewed,Homo sapiens (Human),H0Y337,,,
RDX,RDX,reviewed,Homo sapiens (Human),P35241,,,
CSNK2A1,CSNK2A1,unreviewed,Homo sapiens (Human),A0A2R8YEW1,,,
Naxd;Carkd,Naxd,reviewed,Rattus norvegicus (Rat),D4AAT7,,,
Tmco1,Tmco1,reviewed,Rattus norvegicus (Rat),Q5I0H4,,,
